,Unnamed: 0,ID,MR_GOLD,MR_MN,MN,PERM,CYCLES,CAYLEY
714,714,714,answer state next_to_2 state next_to_2 largest_one population_1 state(all),answer state next_to_2 state next_to_2 state(all) largest_one population_1,0,"[1, 2, 3, 4, 5, 8, 6, 7]","(1) (2) (3) (4) (5) (6, 8, 7)",2
715,715,715,answer state next_to_2 state traverse_1 riverid(river_name),answer state next_to_2 state riverid(river_name) traverse_1,0,"[1, 2, 3, 4, 6, 5]","(1) (2) (3) (4) (5, 6)",1
716,716,716,answer state next_to_2 state traverse_1 riverid(river_name),answer state next_to_2 state riverid(river_name) traverse_1,0,"[1, 2, 3, 4, 6, 5]","(1) (2) (3) (4) (5, 6)",1
717,717,717,answer state next_to_2 state traverse_1 riverid(river_name),answer state next_to_2 state riverid(river_name) traverse_1,0,"[1, 2, 3, 4, 6, 5]","(1) (2) (3) (4) (5, 6)",1
718,718,718,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
719,719,719,answer intersection state next_to_2 stateid(state_name) loc_1 major river(all),answer state next_to_2 stateid(state_name) intersection loc_1 major river(all),0,"[1, 3, 4, 5, 2, 6, 7, 8]","(1) (2, 3, 4, 5) (6) (7) (8)",3
720,720,720,answer state next_to_2 riverid(river_name),answer state next_to_2 riverid(river_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
721,721,721,answer state next_to_2 largest_one population_1 state(all),answer state next_to_2 largest_one population_1 state(all),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
722,722,722,answer state next_to_2 most state next_to_2 state(all),answer state next_to_2 state next_to_2 most state(all),0,"[1, 2, 3, 5, 6, 4, 7]","(1) (2) (3) (4, 5, 6) (7)",2
723,723,723,answer state next_to_2 most state loc_1 city(all),answer state next_to_2 state loc_1 most city(all),0,"[1, 2, 3, 5, 6, 4, 7]","(1) (2) (3) (4, 5, 6) (7)",2
724,724,724,answer state next_to_2 most state loc_1 major city(all),answer state next_to_2 state loc_1 most major city(all),0,"[1, 2, 3, 5, 6, 4, 7, 8]","(1) (2) (3) (4, 5, 6) (7) (8)",2
725,725,725,answer state next_to_2 smallest_one area_1 state(all),answer state next_to_2 state(all) smallest_one area_1,0,"[1, 2, 3, 6, 4, 5]","(1) (2) (3) (4, 6, 5)",2
726,726,726,answer state next_to_2 most state loc_1 city(all),answer state next_to_2 state loc_1 most city(all),0,"[1, 2, 3, 5, 6, 4, 7]","(1) (2) (3) (4, 5, 6) (7)",2
727,727,727,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
728,728,728,"answer state capital_2 cityid(city_name, _)","answer state capital_2 cityid(city_name, _)",1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
729,729,729,answer state loc_1 major river(all),answer state loc_1 major river(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
730,730,730,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1
731,731,731,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1
732,732,732,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1
733,733,733,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1
734,734,734,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1
735,735,735,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1
736,736,736,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1
737,737,737,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1
738,738,738,answer state traverse_1 shortest river(all),answer state shortest river(all) traverse_1,0,"[1, 2, 4, 5, 3]","(1) (2) (3, 4, 5)",2
739,739,739,answer state loc_1 capital highest place(all),answer state loc_1 capital highest place(all),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
740,740,740,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
741,741,741,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
742,742,742,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
743,743,743,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
744,744,744,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
745,745,745,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
746,746,746,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
747,747,747,answer exclude state(all) next_to_2 state(all),answer state(all) exclude next_to_2 state(all),0,"[1, 3, 2, 4, 5]","(1) (2, 3) (4) (5)",1
748,748,748,answer state loc_1 river riverid(river_name),answer state loc_1 river riverid(river_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
749,749,749,answer state traverse_1 river(all),answer state river(all) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1
750,750,750,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
751,751,751,answer state high_point_2 higher_2 high_point_1 stateid(state_name),answer state high_point_2 higher_2 high_point_1 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
752,752,752,"answer intersection state loc_2 countryid(country_name) loc_1 city cityid(city_name, _)","answer intersection state loc_2 countryid(country_name) loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",(1) (2) (3) (4) (5) (6) (7) (8) (9),0
753,753,753,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
754,754,754,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
755,755,755,answer largest_one population_1 city loc_2 stateid(state_name),answer stateid(state_name) city loc_2 largest_one population_1,0,"[1, 6, 4, 5, 2, 3]","(1) (2, 6, 3, 4, 5)",4
756,756,756,answer largest city(all),answer largest city(all),1,"[1, 2, 3]",(1) (2) (3),0
757,757,757,answer loc_1 mountain(all),answer loc_1 mountain(all),1,"[1, 2, 3]",(1) (2) (3),0
758,758,758,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
759,759,759,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
760,760,760,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
761,761,761,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
762,762,762,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
763,763,763,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
764,764,764,answer loc_1 stateid(state_name),answer loc_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
765,765,765,answer loc_1 placeid(mount whitney,answer loc_1 placeid(place_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
766,766,766,answer loc_1 placeid(mount whitney,answer loc_1 placeid(place_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
767,767,767,answer loc_1 stateid(state_name),answer loc_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
768,768,768,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
769,769,769,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
770,770,770,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
771,771,771,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
772,772,772,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
773,773,773,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
774,774,774,answer loc_1 riverid(river_name),answer loc_1 riverid(river_name),1,"[1, 2, 3]",(1) (2) (3),0
775,775,775,answer highest mountain loc_2 countryid(country_name),answer highest mountain loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
776,776,776,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
777,777,777,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
778,778,778,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
779,779,779,answer lowest place loc_2 countryid(country_name),answer lowest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
780,780,780,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
781,781,781,answer largest_one population_1 city loc_2 stateid(state_name),answer largest_one population_1 city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
782,782,782,answer loc_1 smallest city(all),answer loc_1 smallest city(all),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
783,783,783,answer capital loc_2 state next_to_2 stateid(state_name),answer capital loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
784,784,784,answer exclude capital(all) major city(all),answer capital(all) exclude major city(all),0,"[1, 3, 2, 4, 5]","(1) (2, 3) (4) (5)",1
785,785,785,answer largest_one population_1 city loc_2 stateid(state_name),answer city loc_2 stateid(state_name) largest_one population_1,0,"[1, 4, 5, 6, 2, 3]","(1) (2, 4, 6, 3, 5)",4
786,786,786,answer density_1 state traverse_1 longest river loc_2 countryid(country_name),answer density_1 state longest river loc_2 countryid(country_name) traverse_1,0,"[1, 2, 3, 5, 6, 7, 8, 4]","(1) (2) (3) (4, 5, 6, 7, 8)",4
787,787,787,answer highest exclude mountain(all) loc_2 stateid(state_name),answer highest mountain(all) exclude loc_2 stateid(state_name),0,"[1, 2, 4, 3, 5, 6]","(1) (2) (3, 4) (5) (6)",1
788,788,788,answer longest river loc_2 countryid(country_name),answer longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
789,789,789,answer lowest place loc_2 state traverse_1 riverid(river_name),answer lowest place loc_2 state riverid(river_name) traverse_1,0,"[1, 2, 3, 4, 5, 7, 6]","(1) (2) (3) (4) (5) (6, 7)",1
790,790,790,answer shortest river(all),answer shortest river(all),1,"[1, 2, 3]",(1) (2) (3),0
791,791,791,answer smallest state(all),answer smallest state(all),1,"[1, 2, 3]",(1) (2) (3),0
792,792,792,answer largest_one population_1 state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name) largest_one population_1,0,"[1, 4, 5, 6, 2, 3]","(1) (2, 4, 6, 3, 5)",4
793,793,793,answer most river traverse_2 state(all),answer river traverse_2 most state(all),0,"[1, 3, 4, 2, 5]","(1) (2, 3, 4) (5)",2
794,794,794,answer most river traverse_2 state(all),answer river traverse_2 most state(all),0,"[1, 3, 4, 2, 5]","(1) (2, 3, 4) (5)",2
795,795,795,answer most river traverse_2 state(all),answer river traverse_2 most state(all),0,"[1, 3, 4, 2, 5]","(1) (2, 3, 4) (5)",2
796,796,796,answer most river traverse_2 state(all),answer river traverse_2 most state(all),0,"[1, 3, 4, 2, 5]","(1) (2, 3, 4) (5)",2
797,797,797,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
798,798,798,answer exclude river(all) traverse_2 stateid(state_name),answer river(all) exclude traverse_2 stateid(state_name),0,"[1, 3, 2, 4, 5]","(1) (2, 3) (4) (5)",1
799,799,799,answer exclude river(all) traverse_2 countryid(country_name),answer river(all) exclude traverse_2 countryid(country_name),0,"[1, 3, 2, 4, 5]","(1) (2, 3) (4) (5)",1
800,800,800,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
801,801,801,answer river traverse_2 state next_to_2 stateid(state_name),answer river traverse_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
802,802,802,"answer river traverse_2 state next_to_2 state loc_1 capital cityid(city_name, _)","answer river traverse_2 state next_to_2 state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",(1) (2) (3) (4) (5) (6) (7) (8) (9) (10),0
803,803,803,answer river traverse_2 fewest state loc_1 city(all),answer river traverse_2 state loc_1 fewest city(all),0,"[1, 2, 3, 5, 6, 4, 7]","(1) (2) (3) (4, 5, 6) (7)",2
804,804,804,answer river traverse_2 state loc_1 largest city loc_2 countryid(country_name),answer river traverse_2 state loc_1 largest city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",(1) (2) (3) (4) (5) (6) (7) (8) (9),0
805,805,805,answer river traverse_2 state loc_1 lowest place loc_2 countryid(country_name),answer river traverse_2 state loc_1 lowest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",(1) (2) (3) (4) (5) (6) (7) (8) (9),0
806,806,806,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
807,807,807,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
808,808,808,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
809,809,809,answer most state next_to_2 state(all),answer state next_to_2 most state(all),0,"[1, 3, 4, 2, 5]","(1) (2, 3, 4) (5)",2
810,810,810,answer most state next_to_2 state(all),answer state next_to_2 most state(all),0,"[1, 3, 4, 2, 5]","(1) (2, 3, 4) (5)",2
811,811,811,answer smallest_one population_1 capital(all),answer capital(all) smallest_one population_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
812,812,812,answer most state loc_1 river(all),answer state loc_1 most river(all),0,"[1, 3, 4, 2, 5]","(1) (2, 3, 4) (5)",2
813,813,813,answer largest_one population_1 state(all),answer state(all) largest_one population_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
814,814,814,answer largest_one density_1 state(all),answer state(all) largest_one density_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
815,815,815,answer largest_one population_1 state(all),answer state(all) largest_one population_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
816,816,816,answer state loc_1 highest place(all),answer state loc_1 highest place(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
817,817,817,answer state loc_1 highest place(all),answer state loc_1 highest place(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
818,818,818,answer state loc_1 highest place(all),answer state loc_1 highest place(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
819,819,819,answer largest_one density_1 state(all),answer state(all) largest_one density_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
820,820,820,answer state loc_1 largest city(all),answer state loc_1 largest city(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
821,821,821,answer largest_one density_1 state(all),answer state(all) largest_one density_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
822,822,822,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
823,823,823,answer state loc_1 longest river(all),answer state loc_1 longest river(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
824,824,824,answer state loc_1 lowest place(all),answer state loc_1 lowest place(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
825,825,825,answer state loc_1 lowest place loc_2 next_to_2 stateid(state_name),answer state loc_1 lowest place loc_2 next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]",(1) (2) (3) (4) (5) (6) (7) (8),0
826,826,826,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
827,827,827,answer most state loc_1 major city(all),answer state loc_1 most major city(all),0,"[1, 3, 4, 2, 5, 6]","(1) (2, 3, 4) (5) (6)",2
828,828,828,answer most state loc_1 major river(all),answer state loc_1 most major river(all),0,"[1, 3, 4, 2, 5, 6]","(1) (2, 3, 4) (5) (6)",2
829,829,829,answer most state traverse_1 major river(all),answer state most major river(all) traverse_1,0,"[1, 3, 2, 5, 6, 4]","(1) (2, 3) (4, 5, 6)",3
830,830,830,answer largest_one population_1 state(all),answer state(all) largest_one population_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
831,831,831,answer largest_one population_1 state(all),answer state(all) largest_one population_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
832,832,832,answer most state loc_1 river(all),answer state loc_1 most river(all),0,"[1, 3, 4, 2, 5]","(1) (2, 3, 4) (5)",2
833,833,833,answer most state traverse_1 river(all),answer state most river(all) traverse_1,0,"[1, 3, 2, 5, 4]","(1) (2, 3) (4, 5)",2
834,834,834,answer state loc_1 riverid(river_name),answer state loc_1 riverid(river_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
835,835,835,answer smallest_one area_1 state next_to_2 stateid(state_name),answer state smallest_one area_1 next_to_2 stateid(state_name),0,"[1, 4, 2, 3, 5, 6]","(1) (2, 4, 3) (5) (6)",2
836,836,836,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
837,837,837,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
838,838,838,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
839,839,839,"answer state loc_1 cityid(city_name, _)","answer state cityid(city_name, _) loc_1",0,"[1, 2, 4, 5, 3]","(1) (2) (3, 4, 5)",2
840,840,840,answer state loc_1 placeid(place_name),answer state placeid(place_name) loc_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1
841,841,841,"answer state loc_1 city cityid(city_name, _)","answer state city cityid(city_name, _) loc_1",0,"[1, 2, 4, 5, 6, 3]","(1) (2) (3, 4, 5, 6)",3
842,842,842,answer state loc_1 largest city loc_2 stateid(state_name),answer state largest city loc_2 stateid(state_name) loc_1,0,"[1, 2, 4, 5, 6, 7, 3]","(1) (2) (3, 4, 5, 6, 7)",4
843,843,843,answer smallest state(all),answer state(all) smallest,0,"[1, 3, 2]","(1) (2, 3)",1
844,844,844,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
845,845,845,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
846,846,846,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
847,847,847,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
848,848,848,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
849,849,849,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
850,850,850,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
851,851,851,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
852,852,852,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
853,853,853,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
854,854,854,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
855,855,855,answer exclude state(all) next_to_2 state(all),answer state(all) next_to_2 exclude state(all),0,"[1, 3, 4, 2, 5]","(1) (2, 3, 4) (5)",2
856,856,856,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
857,857,857,answer state next_to_2 state traverse_1 riverid(river_name),answer state next_to_2 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
858,858,858,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
859,859,859,answer state next_to_2 longest river loc_2 countryid(country_name),answer state next_to_2 longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0
860,860,860,answer state next_to_2 riverid(river_name),answer state next_to_2 riverid(river_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
861,861,861,answer state next_to_2 smallest_one area_1 state(all),answer state next_to_2 state(all) smallest_one area_1,0,"[1, 2, 3, 6, 4, 5]","(1) (2) (3) (4, 6, 5)",2
862,862,862,answer state loc_1 largest city capital_1 state(all),answer state loc_1 capital_1 city largest state(all),0,"[1, 2, 3, 6, 5, 4, 7]","(1) (2) (3) (4, 6) (5) (7)",1
863,863,863,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1
864,864,864,answer exclude state(all) next_to_2 stateid(state_name),answer state(all) exclude next_to_2 stateid(state_name),0,"[1, 3, 2, 4, 5]","(1) (2, 3) (4) (5)",1
865,865,865,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1
866,866,866,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1
867,867,867,answer state traverse_1 longest river(all),answer state longest river(all) traverse_1,0,"[1, 2, 4, 5, 3]","(1) (2) (3, 4, 5)",2
868,868,868,answer state traverse_1 longest river(all),answer state longest river(all) traverse_1,0,"[1, 2, 4, 5, 3]","(1) (2) (3, 4, 5)",2
869,869,869,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1
870,870,870,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1
871,871,871,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1
872,872,872,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1
873,873,873,"answer state loc_1 major city cityid(city_name, _)","answer state loc_1 major city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0
874,874,874,answer state loc_1 river(all),answer state loc_1 river(all),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
875,875,875,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
876,876,876,answer state loc_1 place higher_2 highest place loc_2 stateid(state_name),answer state loc_1 place higher_2 highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",(1) (2) (3) (4) (5) (6) (7) (8) (9),0
877,877,877,answer state loc_1 place higher_2 highest place loc_2 stateid(state_name),answer state loc_1 place higher_2 highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",(1) (2) (3) (4) (5) (6) (7) (8) (9),0
878,878,878,answer state traverse_1 longest river loc_2 countryid(country_name),answer state traverse_1 longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0
879,879,879,answer largest_one density_1 city(all),answer city(all) largest_one density_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
